SequenceName	ClusterNumber
G000160775	302
G001426485	302
G001428805	302
G001426755	302
G001423365	302
G000312105	302
G000024345	302
G000372465	302
G000144735	302
G000145515	302
G000145555	302
G000008345	302
G000221145	302
G000204235	302
G000367205	302
G000463665	302
G000423445	302
G000425285	302
G001441165	302
G000423485	302
G000413315	302
G000426605	302
G900163845	302
G000421525	302
G000619965	302
G000826065	302
G000277715	302
G000423465	302
G000826085	302
G900092135	302
G000423085	302
G000270245	302
G900105065	302
G900101785	302
G000373925	302
G001270745	302
G001005145	302
G000515395	302
G000331005	303
G000376565	303
G001298575	303
G000204605	303
G000091305	303
G001418475	303
G000317595	303
G001511815	303
G000802245	303
G000497445	303
G000718315	303
G000444875	303
G000725795	303
G001005085	303
G001654495	303
G000242715	303
G000721105	303
G000716215	303
G001514045	303
G001418585	303
G001509795	303
G000225525	303
G001513975	303
G000349325	303
G000158935	303
G000203835	303
G000721235	303
G001660045	303
G001013905	303
G001418415	303
G001419695	303
G000156435	303
G001611795	303
G000158955	303
G001279985	303
G000819545	303
G000009765	303
G000968255	303
G000725495	303
G001418655	303
G001418335	303
G000716805	303
G001418465	303
G001419745	303
G000720475	303
G000716675	303
G000373565	303
G000827005	303
G000213055	303
G000719955	303
G000253235	303
G000830005	303
G000718595	303
G000721275	303
G000384175	303
G001646665	303
G001750785	303
G001693675	303
G000163875	303
G001278075	303
G001279695	303
G001746425	303
G000720455	303
G001279725	303
G000719335	303
G000717025	303
G000010605	303
G001905365	303
G000375725	303
G000429085	303
G000718095	303
G000818195	303
G000497425	303
G000721265	303
G001729485	303
G000717345	303
G000935125	303
G000695235	303
G000718015	303
G000717745	303
G000342125	303
G001187435	303
G000719265	303
G000718635	303
G000938975	303
G000147815	303
G000158915	303
G000092385	303
G001418495	303
G001751375	303
G000424785	303
G000721445	303
G000381025	303
G900090125	303
G000964305	303
G000424965	303
G000426325	303
G000497405	303
G000424825	303
G000424845	303
G000718985	303
G001083795	303
G001493375	303
G000719135	303
G000993785	303
G001011035	303
G000745345	303
G900142575	303
G000373665	303
G000240165	303
G000380165	303
G000696185	303
G000269985	303
G000717715	303
G000710465	303
G000955975	303
G001429805	303
G001888885	303
G001625365	303
G000718025	303
G000744225	303
G000744785	303
G001418575	303
G000787795	303
G000787835	303
G000744655	303
G000744705	303
G000744815	303
G000372745	303
G000504285	303
G000024025	303
G000384115	303
G001653075	303
G001696485	303
G000024865	303
G000721075	303
G000725485	303
G000379885	303
G001417755	303
G900100605	303
G000715975	303
G000718475	303
G000511135	303
G001552515	303
G000092645	303
G001570525	303
G000425065	303
G000468475	303
G000718255	303
G000381885	303
G000374305	303
G000518265	303
G000024385	303
G000341005	303
G000294515	303
G000341085	303
G000341065	303
G000092985	303
G000515115	303
G000341125	303
G001279585	303
G000340965	303
G000341145	303
G000341025	303
G000826685	303
G000981225	303
G000341165	303
G000341185	303
G000341205	303
G000341105	303
G000012405	303
G000015025	303
G000152705	304
G001427985	304
G000768705	304
G000768685	304
G000768675	304
G000768695	304
G001428065	304
G000720925	304
G000367525	304
G001046855	304
G001427915	304
G001428025	304
G001429685	304
G001046875	304
G001050535	304
G001428305	304
G000297495	304
G001552435	304
G000383675	304
G001428505	304
G000720035	304
G001956915	304
G000576595	304
G001758225	304
G000184685	304
G000576575	304
G001190945	304
G001247745	304
G000376825	304
G001594145	304
G000725405	304
G001021715	304
G000247995	304
G000826525	304
G000298215	304
G001515525	304
G000429885	304
G000298175	304
G001189535	304
G000426385	304
G000421245	304
G000224715	304
G000421185	304
G000023925	304
G001426435	304
G900101335	304
G000017305	304
G000719025	304
G001050275	305
G001306095	305
G001603775	305
G000199675	305
G001050255	305
G001306055	305
G001050215	305
G001796355	305
G001306145	305
G001050235	305
G001306115	305
G001899005	305
G001603795	305
G000406905	305
G000406785	305
G001192795	305
G001603765	305
G001508475	305
G001508595	305
G001796475	306
G001797075	306
G001796845	306
G001797045	306
G001795085	306
G001795285	306
G001796915	306
G001797095	306
G001796835	306
G001795335	306
G001795125	306
G001795165	306
G001797155	306
G001797165	306
G001871895	306
G001567105	306
G001796785	306
G001796335	306
G001794965	306
G001796365	306
G001872165	306
G001795155	306
G001005035	307
G001818895	307
G001818545	307
G001818655	307
G001004965	307
G001818615	307
G001819945	307
G001818625	307
G001821375	307
G001821355	307
G001818915	307
G001818675	308
G001817995	308
G001817915	308
G001817875	308
G001817975	308
G001818695	308
G001818705	308
G001002005	308
G001793855	308
G001817925	308
G001818015	308
G001818595	308
G001818535	308
G001785415	-1
G001774495	-1
G001543395	309
G001543405	309
G001769455	309
G001543385	309
G001192835	309
G001603685	309
G001603695	309
G001509275	309
G001872995	309
G001769275	309
G001769115	309
G001513285	309
G001804225	310
G001804105	310
G001804315	310
G001804055	310
G001804205	310
G001804155	310
G000405945	310
G001804005	310
G001805775	311
G001805605	311
G001805845	311
G001805575	311
G001806055	311
G001806075	311
G001804445	311
G001805765	311
G001805895	311
G001805855	311
G001805565	311
G001804395	311
G001805375	311
G001805805	311
G001873045	311
G001805365	311
G001804065	311
G001804255	311
G001804305	311
G001804165	311
G001804045	311
G001872775	311
G001871815	311
G001803975	311
G001874025	311
G001872105	311
G001804125	311
G000427665	-1
G000616095	-1
G000411515	312
G000432615	312
G000250875	312
G000297775	312
G000434855	312
G001182045	312
G000437635	312
G000431455	312
G000205025	312
G000434815	312
G000980495	312
G000828975	312
G001908775	313
G001705565	313
G000007385	313
G000007145	313
G000401255	313
G000006725	313
G000576405	313
G001431645	313
G000815185	313
G001021935	313
G001431505	313
G001314305	313
G001700965	313
G001431525	313
G001431485	313
G000072485	313
G001499755	313
G001431535	313
G000661955	313
G000233915	313
G000185965	313
G000513955	313
G000972865	313
G001556105	313
G001431405	313
G001442535	313
G001442785	313
G001442515	313
G001429315	313
G000768355	313
G001427225	313
G000426005	313
G000768345	313
G000855665	313
G000768335	313
G000423325	313
G000770795	313
G000559025	313
G001482195	313
G001014645	313
G001306995	313
G000472505	313
G000422305	313
G000423885	313
G000747075	313
G000743535	313
G000747155	313
G000426365	313
G000420545	313
G000429065	313
G900101825	313
G000632805	313
G000620485	313
G001641285	313
G001617355	313
G000230695	313
G000264315	313
G000264335	313
G001428405	313
G001182895	313
G000242255	313
G001887595	313
G000800155	313
G000964085	313
G000761445	313
G000953855	313
G900115085	313
G000378125	313
G001187785	313
G002000055	313
G000426685	313
G000474945	313
G900113085	313
G000271305	313
G000420645	313
G000711955	313
G000711245	313
G000733765	313
G000732535	313
G000215955	313
G001579945	314
G001677435	314
G001629365	314
G001629325	314
G000024765	314
G001469965	314
G000583135	-1
G001914785	315
G001917455	315
G001920155	315
G001917435	315
G001914775	315
G001920375	315
G001919715	315
G001914735	315
G001919445	315
G001918395	315
G001920815	315
G000421065	316
G000688615	316
G000745965	316
G001725305	316
G000381605	316
G000178975	316
G000178955	316
G900102185	316
G000800015	316
G900105625	316
G000179915	316
G001006305	316
G000022565	316
G000688455	316
G000381585	316
G001449115	316
G000620725	316
G001918935	316
G001917495	316
G001917825	316
G001920165	316
G000014005	316
G000381625	316
G000702445	316
G000014905	316
G001767115	316
G001767075	316
G001767145	316
G001790855	317
G001790865	317
G001790675	317
G001790785	317
G001788635	317
G001790715	317
G001790645	317
G001804915	318
G001803535	318
G001804975	318
G001803525	318
G001804945	318
G001804905	318
G001805005	318
G001804965	318
G001803565	318
G000372225	318
G000375765	318
G000375745	318
G001044505	318
G001044495	318
G001803615	318
G000341545	318
G001464735	319
G001273775	319
G001724505	319
G000196815	319
G001917575	319
G001643555	319
G001914935	319
G001805235	319
G001803925	319
G001805205	319
G001805025	319
G001805165	319
G001803815	319
G001873265	320
G001830135	320
G001805125	320
G001805135	320
G001303745	320
G001803785	320
G001803645	320
G001805105	320
G001803945	320
G001803715	320
G001805295	320
G001803955	320
G001805185	320
G001871685	320
G002011815	320
G001803635	320
G001803605	320
G001803685	320
G002011795	320
G002010755	320
G000714715	320
G002011745	320
G000423865	320
G000020985	320
G002011715	320
G002011735	320
G002010775	320
G001803885	320
G001805085	320
G001803765	320
G001803705	320
G001803845	320
G001443445	321
G001775245	321
G001798055	321
G001443455	321
G000526155	321
G002011845	321
G000341895	322
G000176915	322
G000189295	322
G000375485	322
G001311825	322
G000420485	322
G000422565	322
G000331025	322
G000425265	322
G000023445	322
G000711735	322
G000429985	322
G000422245	322
G000422205	322
G000711295	322
G000212675	322
G000519125	322
G000179555	322
G000702665	322
G000245055	322
G000526455	322
G000010665	322
G000429325	322
G000429305	322
G900119095	322
G000022125	322
G000420465	322
G001553605	322
G900116045	322
G000055945	322
G000331715	322
G001975945	322
G000701705	322
G000195755	322
G000021385	322
G900143255	322
G000430005	322
G900142115	322
G000384815	322
G000422525	322
G900129975	322
G001672295	322
G000012665	322
G000482745	322
G000468495	322
G000717475	322
G000519265	322
G000934745	322
G000428825	322
G000023225	322
G001748225	322
G000620765	322
G000024325	322
G000686525	322
G000934755	322
G000174435	322
G001507915	322
G000445205	322
G900104045	322
G001311565	322
G000178115	323
G000953215	323
G000349725	324
G000260635	324
G001436315	324
G001436475	324
G900113455	324
G001591905	324
G001008755	324
G000224985	324
G000813025	324
G000432055	324
G001953785	324
G001434535	324
G000615765	324
G001436215	324
G000008925	324
G000615845	324
G000423265	324
G000423245	324
G001434935	324
G001436755	324
G001436705	324
G000612445	324
G001434915	324
G001436735	324
G001434845	324
G001436275	324
G001435195	324
G001435235	324
G001434225	324
G000255495	324
G001434695	324
G000437575	325
G001916215	325
G000007485	326
G000423505	326
G000421545	326
G000421565	326
G001428255	326
G001421565	326
G001425085	326
G001542775	326
G000799285	326
G001425325	326
G000764165	326
G000421145	326
G000470775	326
G001423695	326
G000469485	326
G000383315	326
G001428745	326
G001424905	326
G000419445	326
G000421825	326
G001423185	326
G001423885	326
G001423045	326
G001465855	326
G000938265	326
G000333435	326
G000069225	326
G000718085	326
G000349565	326
G001475745	326
G001424385	326
G001422205	326
G001423105	326
G001422145	326
G000153145	326
G000247645	326
G000477555	326
G001429705	326
G000956465	326
G000304335	326
G001428485	326
G001427145	326
G000956575	326
G001652465	326
G001427525	326
G000202635	326
G900104345	326
G000333395	326
G000746195	326
G001552475	326
G001592125	326
G001887285	326
G001314225	326
G000799385	326
G000956535	326
G000802305	326
G000422405	326
G000582705	326
G001552455	326
G000956415	326
G001262495	326
G000956475	326
G000633215	326
G000455825	326
G000956525	326
G000685355	326
G000763375	326
G000956505	326
G000826185	326
G000422745	326
G000422385	326
G001426925	326
G000754435	326
G001273835	326
G000349545	326
G001477055	326
G000231305	326
G000633415	326
G000350525	326
G000834055	326
G000980875	326
G000425105	326
G000754445	326
G001438965	326
G000381765	326
G000425685	326
G001437715	326
G000257665	326
G000699505	326
G000196235	326
G001428365	326
G000238915	326
G000022025	326
G000813845	326
G000189535	326
G001424565	326
G001484605	326
G001542565	326
G000014925	326
G001263615	326
G000482545	326
G000785535	326
G000802235	326
G000018885	326
G000950575	326
G000376245	326
G000520595	326
G001428435	326
G000520515	326
G000816565	326
G000520555	326
G001307035	326
G000328305	326
G000520495	326
G000430705	326
G001302565	326
G000197735	326
G001281115	326
G000348945	326
G001887245	326
G000688395	326
G001968835	326
G000420805	326
G001657475	326
G000023205	326
G000224415	326
G000421745	326
G000455245	326
G001483765	326
G000220985	326
G000786195	326
G001580365	326
G001482365	326
G000010285	326
G001408335	326
G000786655	326
G000800955	326
G001275345	326
G000763765	326
G000164695	326
G000011025	326
G001476195	326
G001063195	326
G000426445	326
G000285835	326
G000178455	326
G000285915	326
G001729525	326
G001606005	326
G000314575	326
G001786355	327
G001786255	327
G000992205	327
G000991735	327
G000991485	327
G000991405	327
G000991285	327
G000991335	327
G000991655	327
G000991845	327
G000992005	327
G001786325	327
G000990965	327
G000990495	327
G000990325	327
G000990275	327
G001785485	327
G000990665	328
G001785515	328
G000993105	328
G001785815	328
G001785805	328
G001786965	328
G001786125	328
G001787125	328
G001785615	328
G001785595	328
G001786055	328
G001785985	328
G001786805	328
G001785465	328
G000994675	328
G001785695	328
G001786195	328
G001786045	328
G001786885	328
G001785275	328
G001785895	328
G000991975	328
G000990145	328
G001785545	328
G001785785	328
G001785675	328
G001786175	328
G000994625	328
G000995805	328
G001786905	328
G000994305	328
G000994515	328
G000994485	328
G001785295	328
G001786745	328
G001786795	328
G000995945	328
G001787245	328
G001786735	328
G000994705	328
G000999925	328
G000999185	328
G001000035	328
G000997645	328
G000996985	328
G000998465	328
G000993955	328
G001786225	328
G001820825	329
G001822625	329
G001821035	329
G001821295	329
G001821215	329
G001822555	329
G001822655	329
G000996205	329
G001822495	329
G001821055	329
G001821115	329
G001822595	329
G001822735	329
G001821235	329
G001189105	329
G001821275	329
G001821155	329
G001822535	329
G001821165	329
G001820905	329
G001824735	329
G001004225	329
G000999035	329
G001003605	329
G001004005	329
G001820935	329
G001821135	329
G001820885	329
G001821305	329
G001822615	329
G001822765	329
G001001935	329
G001822505	329
G001821065	329
G001820955	329
G001821185	329
G001003165	329
G001820985	329
G001820855	329
G001822675	329
G001821245	329
G001822755	329
G001822705	329
G000999175	329
G001820875	329
G001821015	329
G001003845	-1
G001779665	330
G001781435	330
G001781525	330
G001769295	331
G001603415	331
G001768355	331
G001768285	331
G001769045	331
G001768235	331
G001768405	331
G001768565	331
G001769505	331
G001769695	331
G001769435	331
G001768155	331
G001769705	331
G001769535	331
G001768305	331
G001768195	331
G001768485	331
G001769225	331
G001769315	331
G001769635	331
G001769625	331
G001303955	331
G001304045	331
G001304505	331
G001769615	331
G001603565	331
G001443605	331
G001802265	332
G001800985	332
G001801015	332
G000194605	332
G001899145	332
G900116425	332
G001661595	332
G000621625	332
G001874165	332
G000981645	332
G000341755	332
G000226315	-1
G000420305	333
G001889025	333
G900128895	333
G001713435	333
G000331245	333
G000152865	333
G000715015	333
G000714765	333
G001719165	333
G001296025	333
G000744895	333
G000422985	333
G000331285	333
G000176355	333
G000186705	333
G000013005	333
G000756795	333
G001235865	333
G001028625	333
G001441535	333
G001021555	333
G001077815	333
G001010945	333
G001886695	333
G001427865	333
G001008165	333
G000802385	333
G000466945	333
G001305965	333
G001028705	333
G001742225	333
G001046635	333
G001421325	333
G000272475	333
G000445125	333
G000767465	333
G000802225	333
G000813185	333
G001476695	333
G000192575	333
G000429005	333
G001598375	333
G001296055	333
G000013325	333
G000807925	333
G001295795	333
G000803645	333
G001427085	333
G001314325	333
G001468395	333
G000013985	333
G001610975	333
G001278035	333
G000763945	333
G001713415	333
G000367345	333
G001421665	333
G000508185	333
G000445105	333
G000315525	333
G000091125	333
G000147835	333
G000632125	333
G001598535	333
G000445145	333
G000447205	333
G000283515	333
G001761345	333
G000764535	333
G001423765	333
G001426195	333
G000739895	333
G001421805	333
G001421505	333
G001421995	333
G000427645	333
G001425405	333
G000382485	333
G000980895	333
G000242835	333
G000241465	333
G000803065	333
G001423845	333
G000786205	333
G001421285	333
G001421785	333
G000226955	333
G001469845	333
G000935025	333
G001428865	333
G000974765	333
G000971055	333
G000016765	333
G000744515	333
G001853345	333
G000214335	333
G000383095	333
G000333335	333
G000512205	333
G000498655	333
G000576125	333
G000576165	333
G000303025	333
G000007105	333
G000175255	333
G000277755	333
G000218875	333
G000585415	333
G000620665	333
G000711715	333
G000331225	333
G000420765	333
G001295935	333
G000342165	333
G000375545	333
G000710935	333
G000186425	-1
G001020955	334
G000745395	334
G000381825	334
G000385215	334
G000377785	334
G000377885	334
G000321415	334
G000227685	334
G000225005	334
G000633935	334
G900156225	334
G000021985	334
G000378965	334
G000227725	334
G000754095	334
G900107695	334
G000621325	334
G000260135	334
G000380185	334
G000371925	334
G000419525	334
G000155715	334
G001730015	334
G000015585	334
G000014785	334
G900110585	334
G001715285	334
G000485905	334
G000319575	334
G000374645	334
G000153205	334
G001614315	334
G900112605	334
G000531125	334
G001051235	334
G002021025	335
G002021005	335
G002021075	335
G002020795	335
G002020995	335
G002020845	335
G002021035	335
G002020605	335
G002020725	335
G002020965	335
G002020745	335
G002020715	335
G002020685	335
G002020775	335
G002021855	335
G000787395	335
G002021175	335
G002021235	335
G002021105	335
G002021265	335
G002021255	335
G002020935	335
G002021115	335
G002021195	335
G002020915	335
G002021315	335
G002020385	335
G000828615	335
G000801295	335
G001708955	335
G001708965	335
G001708975	335
G001708985	335
G001709035	335
G001443675	335
G000168735	335
G000428045	335
G001007875	335
G002020805	335
G000585215	335
G000224065	335
G000025485	335
G000227745	335
G000223985	335
G000224005	335
G000379525	335
G000327045	335
G000495615	335
G001469165	335
G000228725	335
G900092645	335
G001276615	335
G001044195	335
G001276625	335
G001276605	335
G000733855	335
G000527095	335
G000372865	335
G000963695	335
G000384075	335
G000496735	335
G000383855	335
G000427625	335
G000190755	335
G000341735	335
G000968535	335
G001312005	335
G000785705	335
G000214665	335
G000733935	335
G900094635	335
G001901525	335
G000427385	335
G000008325	335
G000934725	335
G001312345	335
G001566965	335
G000421465	335
G001566825	335
G000384415	335
G000260985	335
G001720165	335
G000260965	335
G000349205	335
G000156355	335
G000767155	335
G000214595	335
G000143085	335
G000012805	335
G000024725	335
G002020875	335
G900102855	335
G001447805	335
G001303065	335
G001303045	335
G001801885	335
G001802575	335
G001801725	335
G001643635	335
G001801945	335
G001802535	335
G001801825	335
G001640045	335
G000170715	335
G001723675	335
G000828835	335
G000245015	335
G001305575	335
G001574945	336
G001574865	336
G001574885	336
G001574935	336
G001574905	336
G001574695	336
G001696935	336
G001574555	336
G000168775	336
G001574775	336
G001696955	336
G001696925	336
G000009245	336
G000833335	336
G001574735	336
G001574655	336
G001574675	336
G001574785	336
G001611815	336
G000153845	336
G001574565	336
G001574755	336
G001574495	336
G001574605	336
G001574485	336
G001574795	336
G001574705	336
G001574475	336
G001574585	336
G001574835	336
G000681495	336
G000017785	336
G000313385	336
G000170295	336
G000478845	336
G001574635	336
G000011405	336
G000014605	336
G001696945	336
G000154145	336
G001412545	336
G000524575	336
G000742095	336
G001608445	336
G001753795	336
G001042545	336
G001042525	336
G000505725	336
G000262205	336
G000019285	336
G000219045	336
G000764555	336
G000710735	336
G000815225	336
G000379445	336
G000300295	336
G001514395	336
G001932855	336
G001932935	336
G001932895	336
G000756415	336
G001932915	336
G001932835	336
G001746795	336
G001932875	336
G001029935	336
G001534725	336
G001932815	336
G000576045	336
G001932955	336
G001932595	336
G000756435	336
G001932735	336
G001932775	336
G001932755	336
G000297215	336
G000764075	336
G000401515	336
G001932795	336
G001720395	336
G900061665	337
G900061695	337
G900061655	337
G900061675	337
G900061635	337
G900061645	337
G900063815	337
G900061715	337
G900061705	337
G900061725	337
G900061685	337
G900063805	337
G900119765	337
G900057625	337
G900053745	337
G900051025	337
G900073035	337
G001677115	337
G900054435	337
G900064345	337
G900065905	337
G001601235	337
G001601215	337
G001989475	337
G001652665	337
G001652685	337
G001652645	337
G001969405	337
G001601175	337
G001601155	337
G001600985	337
G001582555	337
G001582735	337
G900057755	337
G001582545	337
G900061575	337
G900059955	337
G900070165	337
G900060365	337
G002002625	337
G900048935	337
G900053355	337
G001583575	337
G000770585	337
G001468085	337
G001467535	337
G000423305	337
G000373765	337
G000953135	337
G000236165	337
G000236145	337
G001467035	337
G000701265	337
G001468035	337
G000091785	337
G000176095	337
G000162755	337
G001465875	337
G001899505	337
G001467785	337
G001467895	337
G001467585	337
G000953635	337
G000756815	337
G000621525	337
G000308315	337
G001648675	337
G001467765	337
G000622185	337
G000953655	337
G001467745	337
G001467025	337
G001467615	337
G001468125	337
G001468165	337
G001467505	337
G001467975	337
G001467825	337
G000512355	337
G001467055	337
G001467645	337
G001801605	337
G001801425	337
G001801915	337
G001801755	337
G001801375	337
G001802445	337
G001802455	337
G001801815	337
G001802505	337
G000815025	337
G001077715	337
G000007765	337
G000017105	337
G001797285	337
G001801985	337
G001801345	337
G001801285	337
G001302865	337
G001801305	337
G001801315	337
G001801785	337
G001801405	337
G001801465	337
G001881485	337
G000168295	337
G001881495	337
G000257395	337
G001801665	337
G001801635	337
G001801495	337
G001801485	337
G001801625	337
G001801575	337
G001644445	337
G001898235	337
G001431315	337
G001797435	338
G001918165	338
G001798805	338
G001304365	339
G001577525	339
G001261775	340
G001305115	340
G000752215	340
G000383295	340
G900048895	340
G000435395	340
G000154345	340
G000431955	340
G001917065	340
G000436775	340
G000437975	340
G000435335	340
G000431855	340
G000435275	340
G001513365	340
G000431775	340
G000436215	340
G000434915	340
G000434055	340
G000432435	340
G001513045	340
G000433975	340
G000431535	340
G000436835	340
G000304715	341
G000512295	341
G001311215	341
G001436645	341
G001702115	341
G001702135	341
G000225325	341
G000185465	341
G001281175	341
G001314945	341
G001435995	341
G000159315	341
G000583655	341
G001311355	341
G000238835	341
G000298115	341
G001922025	341
G001436255	341
G001434255	341
G000785105	341
G001436555	341
G001434895	341
G001313185	341
G001313225	341
G001436595	341
G001311075	341
G001312845	341
G001702175	341
G001433995	341
G001313205	341
G000740055	341
G001436395	341
G000383435	341
G001434395	341
G001437125	341
G001050435	341
G000014465	341
G001435095	341
G001434835	341
G001982205	341
G000203855	341
G000271445	341
G000463075	341
G001039045	341
G001438845	341
G000498955	341
G000397165	341
G001742205	341
G000010145	341
G001807655	341
G001039735	341
G000159215	341
G000472265	341
G001010185	341
G000496435	341
G001297905	341
G001941785	341
G000162395	341
G001854105	341
G000966835	341
G001297025	341
G001010245	341
G001368755	341
G001982185	341
G001436835	341
G001434365	341
G001311375	341
G000312405	341
G001437235	341
G001437055	341
G000161935	341
G000248095	341
G000160835	341
G001435475	341
G001435935	341
G001435345	341
G900156885	341
G000016825	341
G001436045	341
G000159435	341
G001436295	341
G001434475	341
G000829395	341
G000876205	341
G001434315	341
G001437435	341
G000428925	341
G000014505	341
G001437075	341
G001767275	341
G000237995	341
G001437605	341
G001437405	341
G001438655	341
G001611135	341
G001438725	341
G001870005	342
G001868195	342
G000725035	342
G000725025	342
G001868345	342
G001867835	342
G001869885	342
G001869395	342
G001870015	342
G001869405	342
G001868315	342
G001867555	342
G001867915	342
G001868185	342
G001868425	342
G001869295	342
G001868205	342
G001868525	342
G001868715	342
G001867615	342
G001867795	342
G001868405	342
G001868045	342
G001868555	342
G001869445	342
G001869985	342
G001869815	342
G001867875	342
G001868145	342
G001869305	342
G001868545	342
G001867975	342
G001869735	342
G001868225	342
G001868055	342
G001868105	342
G001867465	342
G001867535	342
G000309425	342
G001868805	342
G001868115	342
G001869655	342
G000286115	342
G001869945	342
G001939485	342
G001868275	342
G001867525	342
G000286215	342
G000014385	342
G000762045	342
G000241055	342
G001886915	342
G000512955	342
G000234825	342
G001541125	342
G000787735	342
G000014445	342
G001047695	342
G000756355	342
G000686505	342
G000219785	342
G000092505	342
G000196855	342
G001698145	342
G000026405	342
G000300135	342
G000165675	342
G001438695	342
G001047095	342
G000185045	342
G900112405	342
G900108455	342
G001047115	342
G001047135	342
G900096935	342
G000732905	342
G000320345	342
G000750515	342
G000750535	342
G000420365	342
G001436865	342
G001437425	342
G001437355	342
G001436895	342
G000239955	342
G001884305	342
G001308145	342
G000160575	342
G900095015	342
G000691805	342
G000219805	342
G001438705	342
G001660655	342
G000967915	-1
G000233655	343
G000023405	343
G000225825	343
G000338055	343
G000576425	343
G001678905	343
G001403775	343
G900070355	343
G001825215	344
G001824255	344
G001823795	344
G001824075	344
G001823735	344
G001824005	344
G001823715	344
G001825315	344
G001823945	344
G001824025	344
G001823745	344
G001824135	344
G001823995	344
G001823695	344
G001823895	344
G001823875	344
G001824295	345
G000995155	345
G000994785	345
G000996185	345
G000998065	345
G000995625	345
G000993415	345
G000994025	345
G001825395	345
G001824235	345
G001824155	345
G001823815	345
G001825405	345
G001824095	345
G001825235	345
G000996025	345
G001824195	345
G001825335	345
G001825325	345
G001825445	345
G001824275	345
G001823825	345
G001825295	345
G000992905	345
G001819015	346
G001819075	346
G001825075	347
G001823495	347
G001823535	347
G001873305	347
G001000595	347
G000999475	347
G000997825	347
G000998425	347
G001871765	347
G000996605	347
G001825065	347
G001823545	347
G000997715	347
G001823505	347
G001819035	347
G001819055	347
G001819095	347
G001818975	347
G001818995	347
G001821385	347
G001821435	347
G001818945	347
G001821395	347
G000999395	347
G001819135	347
G001781805	348
G001781415	348
G001783435	348
G001781375	348
G001567365	348
G001783565	348
G001873485	348
G001783525	348
G001779595	348
G001783515	348
G001781255	348
G001781205	348
G000998045	348
G000998805	348
G000312145	349
G000285455	349
G001941065	349
G000210575	349
G000265365	349
G000154465	349
G000311925	349
G001915415	349
G900104605	349
G000786575	349
G001603555	349
G000321205	349
G000231275	349
G000427365	349
G000723505	349
G000433355	349
G000431015	349
G000435075	349
G000432515	349
G000432655	349
G001602885	349
G001768435	349
G001769775	349
G001769725	349
G001603425	349
G000473305	349
G900096565	349
G000798815	349
G001421095	349
G900110645	350
G000373105	350
G001625015	350
G000379805	350
G000759025	350
G000212735	350
G001567405	350
G000275825	350
G000250635	350
G000724545	350
G001654455	351
G000243115	351
G000374125	351
G900101395	351
G001724455	351
G001896965	351
G001724695	351
G001898495	351
G000425585	351
G001898405	351
G001898485	351
G001464625	351
G900129295	351
G001644645	351
G900129015	351
G000814325	351
G000814475	351
G001601815	351
G000974785	351
G000246855	351
G900110245	351
G001302245	351
G001898505	351
G001899605	351
G900089545	351
G900089575	351
G900089525	351
G900089565	351
G900089555	351
G001623405	351
G000508085	351
G000511175	351
G001829035	351
G001829005	351
G900106985	351
G000515315	351
G900107765	351
G900156765	351
G900115755	351
G000374045	351
G900114995	351
G000024005	351
G900102545	351
G001975825	351
G900119105	351
G900112615	351
G900110995	351
G900109685	351
G900110835	351
G900142605	351
G900094705	351
G900129465	351
G900116565	351
G001897525	351
G001897855	351
G001438265	351
G001439115	351
G001897535	351
G900129215	352
G900103665	352
G001721645	352
G001412655	352
G000170795	352
G000023825	352
G000410815	352
G900100435	352
G900112985	352
G000722885	352
G900103515	352
G000832545	352
G900107535	352
G001412215	352
G001421515	352
G001442625	352
G000633455	352
G900111825	352
G900100705	352
G900101435	352
G000708265	352
G000258495	352
G001027745	352
G001424305	352
G001423945	352
G900110415	352
G900101875	352
G900155965	352
G900103125	352
G900100945	352
G000333295	352
G900142915	352
G001898335	352
G001636615	352
G002013915	352
G001596135	352
G001705515	352
G000166195	352
G001730525	352
G000403135	352
G000422945	352
G900103545	352
G000425145	352
G000799115	352
G000190735	352
G000302595	352
G001652725	352
G001808025	352
G001899705	352
G000988325	352
G001952815	352
G002000245	352
G000686625	352
G001006065	352
G000747525	352
G000143765	352
G000783305	352
G000416985	352
G000814685	352
G900102835	352
G000757725	352
G900116225	352
G900109365	352
G000192845	352
G900109575	352
G000427965	352
G900109895	352
G000242635	352
G001567275	352
G000024525	353
G000974425	353
G900112365	353
G000374085	353
G000374065	353
G000374025	353
G001898575	353
G000296815	353
G000331105	353
G000383955	353
G001870735	353
G000701505	353
G000428845	353
G000023125	353
G000566685	353
G001724175	353
G000218895	353
G000423565	353
G000482465	353
G000427405	353
G900115665	353
G900103285	353
G000166395	353
G001306455	353
G000263195	353
G000169175	353
G001890965	353
G000430505	353
G001281695	353
G900116885	353
G001611675	353
G000973725	353
G000472485	353
G000277005	353
G900156415	353
G000373265	353
G001078055	353
G001577755	353
G001647285	353
G000473365	353
G000576555	353
G000382225	353
G000961955	353
G000420705	353
G000737515	353
G000801315	353
G000715495	353
G000972495	353
G001483135	353
G000379725	353
G000014145	353
G000426725	353
G900112255	353
G900100765	353
G001314815	353
G000429405	353
G000429465	353
G000429425	353
G000429445	353
G900116615	353
G900112005	353
G001442615	353
G000166275	353
G900129785	353
G000381545	353
G900107465	353
G000473765	353
G000265405	353
G000330725	353
G000298295	353
G000295935	353
G000265075	353
G000427295	353
G001050135	353
G000222485	353
G000390185	353
G000373245	353
G000325705	353
G000714815	353
G900111145	353
